       2014          1         53         16          1          1          2          6
       2014          2         26         16          2          1          2          6
       2014          3         59         13          1          1          1          3
       2014          4         56         16          2          1          2          8
       2014          5         74         17          2          1          2          9
       2014          6         56         17          2          1          1          8
       2014          7         63         12          1          1          2         99
       2014          8         34         17          1          1          2          6
       2014          9         37         10          2          1          2          6
       2014         10         30         15          2          3          2          9
       2014         11         43          5          2          3          2         11
       2014         12         56         11          1          1          2          7
       2014         13         69          8          1          1          1         11
       2014         14         40         11          2          1          2          5
       2014         15         25         16          2          1          2          1
       2014         16         56         16          1          1          2          7
       2014         17         51         13          2          3          1          9
       2014         18         46         13          1          1          4          2
       2014         19         51         14          1          1          1         11
       2014         20         39          8          2          3         11          7
       2014         21         30         14          2          2          1          6
       2014         22         36         12          2          1         11         10
       2014         23         42         11          2          1          2         11
       2014         24         38         14          1          3          4         10
       2014         25         38         15          2          1          2          9
       2014         26         28         18          2          2          4          8
       2014         27         35         13          1          1          2          2
       2014         28         57         16          1          1          2          3
       2014         29         50         15          1          1          1          6
       2014         30         54         16          1          1          4          5
       2014         31         99         17          2          1          4         99
       2014         32         61         16          2          1          2          3
       2014         33         54         16          2          1          2         12
       2014         34         47         16          1          1          9          1
       2014         35         53         12          1          3          2          1
       2014         36         37         12          2          2          4          7
       2014         37         38         11          2          3          2          9
       2014         38         31         14          1          1          4          1
       2014         39         69         10          2          1          4          5
       2014         40         35         16          1          1          2         99
       2014         41         61         17          2          1          1          4
       2014         42         80         14          1          1          2          8
       2014         43         59         11          1          1          1          8
       2014         44         26         14          1          1          4          5
       2014         45         50         16          2          1          2          3
       2014         46         43         12          2          2          1          6
       2014         47         30         15          1          1          2          2
       2014         48         59         11          1          1          2          3
       2014         49         32         15          2          1          4          7
       2014         50         32         14          1          3          2          9
       2014         51         52         18          2          1          4         11
       2014         52         42         16          1          1          4          1
       2014         53         29         14          1          3          4          1
       2014         54         81         12          2          1          3          1
       2014         55         51         18          1          3          6          3
       2014         56         24         17          2          2          1         12
       2014         57         63         15          2          1          3          9
       2014         58         44         18          2          1          1          3
       2014         59         56         18          2          1          2          7
       2014         60         43         16          2          3          2          1
       2014         61         51         16          1          1          4          2
       2014         62         32         16          2          3          4          3
       2014         63         47         20          2          3          4          4
       2014         64         47         16          2          3          2         11
       2014         65         34         20          1          3          6         12
       2014         66         69         16          1          1          4          4
       2014         67         65         16          2          1          3          4
       2014         68         57         18          1          1          2          3
       2014         69         24         16          1          1          2         11
       2014         70         32         12          1          1          2          5
       2014         71         51         14          1          1          2          6
       2014         72         66         20          2          1          4         10
       2014         73         51         16          2          1          3          1
       2014         74         27         16          1          1          4          6
       2014         75         39         20          2          1          6         10
       2014         76         41         18          2          3          5          4
       2014         77         54         16          1          1          2         99
       2014         78         58         16          2          1          3          5
       2014         79         43         12          1          3          4          9
       2014         80         55          6          2          3          2          9
       2014         81         51         11          1          3          2         12
       2014         82         40         10          2          3          2          1
       2014         83         35         11          2          2          2          2
       2014         84         43         10          1          3         11          7
       2014         85         36         10          2          2          4          5
       2014         86         30          9          2          3          2          7
       2014         87         56         10          1          2          1          5
       2014         88         41         16          1          2          2          3
       2014         89         25         12          1          1          1          7
       2014         90         48         14          2          2          1         10
       2014         91         45         15          1          1          9          4
       2014         92         72         12          2          2          1         99
       2014         93         27         16          2          2          1         11
       2014         94         24          8          2          1          4          1
       2014         95         40         15          2          3          1         12
       2014         96         26         14          2          2          2         10
       2014         97         28         13          2          3          1          9
       2014         98         37         12          2          2          1          5
       2014         99         99         17          2          2          5         99
       2014        100         62         11          1          2          1          6
       2014        101         43         13          2          2          1          1
       2014        102         32         18          1          1          4         12
       2014        103         65         12          2          2          1          4
       2014        104         32         16          2          1          2          4
       2014        105         51         17          1          1          5         99
       2014        106         41         16          1          1          4          4
       2014        107         81         16          1          1          1          4
       2014        108         74         16          2          1          1          8
       2014        109         42         20          1          1          4         99
       2014        110         45         16          1          1          2         99
       2014        111         23         16          1          2          1          7
       2014        112         26         12          1          3          2          1
       2014        113         29         12          2          3          4          4
       2014        114         28         12          1          3          4          4
       2014        115         60         16          2          1          2         99
       2014        116         35         18          2          1         11          7
       2014        117         38         16          2          3          4          6
       2014        118         30         16          1          3          4          5
       2014        119         44         20          1          3         99         11
       2014        120         58         16          2          1          4          3
       2014        121         41         16          1          1          4          8
       2014        122         61         18          2          1          3         11
       2014        123         56         16          2          1          2         10
       2014        124         79         16          2          1          2          7
       2014        125         32         14          1          1          4         12
       2014        126         68         19          2          1          4         99
       2014        127         89         15          2          1          4          3
       2014        128         38         20          1          3          7         99
       2014        129         29         16          2          2         99         99
       2014        130         77         17          1          2          1          7
       2014        131         47         13          1          2          1          5
       2014        132         53         16          1          2          4         99
       2014        133         54         14          2          2          1          2
       2014        134         64         18          2          2          1         10
       2014        135         62         16          2          1          1          5
       2014        136         30         20          2          1          2          7
       2014        137         61         20          1          1          3          3
       2014        138         63         16          1          1          3         99
       2014        139         41         20          1          1          2          2
       2014        140         57         16          2          3          4         99
       2014        141         29         14          2          1          4          9
       2014        142         40         20          1          1          2          5
       2014        143         21         14          1          1          2          3
       2014        144         55         12          1          1         11          7
       2014        145         81         15          2          1          2          2
       2014        146         38         17          2          1          1          2
       2014        147         37         12          1          1          4         11
       2014        148         45         18          2          1          4          3
       2014        149         37         16          2          2          1          5
       2014        150         55         16          1          3         99         99
       2014        151         74         16          2          1          4         11
       2014        152         84         20          2          1          1          6
       2014        153         54         14          1          1          3         10
       2014        154         23         13          1          2          4          4
       2014        155         25          6          2          3          2         10
       2014        156         81         14          2          1          4          2
       2014        157         48         14          1          1          2          8
       2014        158         46         12          1          1          2          7
       2014        159         51          6          1          3          2         99
       2014        160         86         14          2          2          1          4
       2014        161         54         10          1          3          2          3
       2014        162         45         14          2          1         99         99
       2014        163         75         18          2          1          2          9
       2014        164         23         14          1          1          4          2
       2014        165         63         13          2          1          2         12
       2014        166         82         12          2          1          2          5
       2014        167         50         14          2          1          5          3
       2014        168         83         18          1          1          2          3
       2014        169         67         19          1          1          1          1
       2014        170         84         13          2          1          1         10
       2014        171         59         16          2          2          1          8
       2014        172         45         20          2          1          4          7
       2014        173         55         14          1          1          4          3
       2014        174         62         17          2          1         10         12
       2014        175         77         12          2          1         10          1
       2014        176         46         16          1          1          4         12
       2014        177         59         15          1          1          4          2
       2014        178         20         12          2          2          4          8
       2014        179         63         18          1          1         11         12
       2014        180         71         16          2          1          4          1
       2014        181         37         14          1          3          4          7
       2014        182         27         12          2          1          2          3
       2014        183         26         12          2          1          2          5
       2014        184         46         12          1          1          4          2
       2014        185         56          3          2          1          1          4
       2014        186         45         14          2          3          2          5
       2014        187         62         12          1          1          2          9
       2014        188         24         11          1          2          1         11
       2014        189         48         16          1          2         13          7
       2014        190         31         14          1          2         11          7
       2014        191         37         16          1          2          1          3
       2014        192         35         12          2          2         11         10
       2014        193         26         12          2          1          2          7
       2014        194         54         10          2          1          4          8
       2014        195         36         13          2          1          4         12
       2014        196         79         12          2          1          1          1
       2014        197         78         11          2          2          1          3
       2014        198         27         12          1          1          2          8
       2014        199         20         14          2          3          2          8
       2014        200         41         12          1          1          1          4
       2014        201         63         12          1          1          1         99
       2014        202         25         13          1          2          1          7
       2014        203         32         12          2          1          4          2
